Gene	baseMean	log2FoldChange	lfcSE	pvalue	padj
VWA1	698.8524152909076	-1.6525616637267784	0.10211829655782818	1.482777771605888e-59	2.0958689175948976e-58
ATAD3C	37.584684744768616	-0.5653366341073783	0.3088386445147721	0.050711254081189865	0.08610728379583334
ATAD3B	490.47098496103837	0.5835468838379289	0.09859093939457997	2.5740811925112757e-09	9.053637326904762e-09
AL645728.2	0.3945073907784644	-0.20674592012779464	0.9171734439661912	0.5457538897821403	
ATAD3A	415.155656376024	-0.39982833429970194	0.11122797269947154	0.0002889031149183615	0.0006941640273404279
TMEM240	6.625010143803111	-0.3005941591477619	0.5921986900632622	0.5071620730106687	0.606144015733502
SSU72	1571.4089987678328	-0.07650458972711582	0.05964538767191104	0.19828623256449188	0.2811671229392488
AL645728.1	1.97136559060809	-0.6381649474439923	0.9699211764192784	0.1897500674687906	0.2705875299832318
AL691432.3	0.0				
FNDC10	0.0				
AL691432.4	0.0				
AL691432.2	50.27924382670195	0.23948186582579747	0.2658125620872478	0.3460016366871985	0.4460206567706972
MIB2	288.47046884543204	0.24329072533200174	0.11968276028247661	0.040270347857579866	0.0700964540029995
MMP23B	0.14708504533916794	-0.09459791839969409	0.8997161871851937	0.9188618098995333	
CDK11B	771.3809237001611	1.1515689813132153	0.08071458862754592	1.3557367846180253e-46	1.502116580238397e-45
FO704657.1	0.0				
SLC35E2B	1025.8615434207989	-0.24092299686971855	0.07362529399658242	0.0010242700072948345	0.0023122357104001555
AL691432.1	29.718785709217762	0.8194642545353592	0.3586944349919377	0.012991715471870868	0.02496515964868345
MMP23A	0.19801473313041515	0.11215539910414433	0.9032132065583108	0.7117275189975927	
CDK11A	72.95499686599588	2.0808104373987457	0.25257314845415973	2.7979876240253055e-17	1.3948691657902172e-16
AL031282.2	51.197912500248364	-0.2112481091510402	0.2762704722053912	0.4203906580583338	0.5215864379742486
AL031282.1	12.761255022281475	-1.974006912752964	0.6576675857979608	0.00047360684905702624	0.0011109829160300343
SLC35E2A	226.01799565727083	-0.790063226842407	0.14091702183106083	1.307515238478115e-08	4.414495644976476e-08
NADK	1073.9673705197508	0.5310926383741418	0.07565605781498765	1.821444996293921e-12	7.454895362360488e-12
GNB1	7164.292218127936	0.39463902582448335	0.041736365844103	2.935554246334873e-21	1.6838933699609002e-20
AL109917.1	0.5993639335309292	-0.10672223842133786	0.8667091770993398	0.712023240299952	
CALML6	1.9290841389387956	-0.9645456758864038	1.285612603506328	0.07101860647975555	0.11615820296096883
TMEM52	5.594700075151859	-0.25753960512074614	0.6251386533839597	0.5738748076596967	0.6665396448612573
CFAP74	0.9420546242514517	-0.5780763457171121	1.0990856166376348	0.1353546187250257	
AL391845.2	0.0				
GABRD	0.21941030936687092	0.11466038038417367	0.9038456502019871	0.7117275189975929	
AL391845.1	0.14708504533916794	-0.09459791839969409	0.8997161871851937	0.9188618098995333	
PRKCZ	360.2633908611884	0.13419850243922793	0.11181649652512725	0.22633150072971567	0.3150592334910547
AL590822.2	5.281587862048257	1.8162588963126067	0.9656072461928755	0.008619750479993013	0.01705285133813688
PRKCZ-AS1	44.763191591364205	0.6935058599664516	0.2858930839302456	0.010482595799120049	0.020463052952223837
FAAP20	426.4756580090986	-0.924398557055756	0.10440315626094096	4.571738818111668e-19	2.43217793239667e-18
AL590822.1	0.9148163406875598	-0.5259841295559478	1.0622357303106538	0.1567850903880229	
SKI	977.7628644800253	-0.28434431792299014	0.08015379186486901	0.00036840603307447024	0.0008751671102328944
AL590822.3	7.854411748675465	-3.610356188254457	1.1172175437274328	0.0003138289559801239	0.0007509490426230486
MORN1	102.24093770048404	-2.3347090952263154	0.23488791188930672	4.771923008264288e-24	2.990105960211622e-23
AL589739.1	0.20067460020025704	-0.11004136167323175	0.9024572810432864	0.805876960725246	
AL513477.1	62.627607645011864	-3.18389992583007	0.3345907350663816	3.413595604476109e-22	2.0220980184632593e-21
AL513477.2	4.411063243906756	-1.3653995611746987	1.0582620118427517	0.03962589155430776	0.06902771206561892
RER1	1485.258344796855	-0.018521854395683414	0.060399990918012084	0.7584160305865286	0.8229958985923626
PEX10	179.78240325878963	-1.7441238559319363	0.167559998775491	4.9311362109683205e-26	3.2948889492220646e-25
PLCH2	50.40457938411052	-0.28001352216554803	0.26724035718508665	0.271568140479005	0.36554333315352555
AL139246.1	0.5204222096672565	-0.05454070512021846	0.8641608165847013	0.8353910809407699	
AL139246.4	1.2532996593211732	-0.1573330173298442	0.8359492629573811	0.6460392278296192	0.7298542493101073
PANK4	460.2427308753039	1.4577059308224263	0.1025422302025101	2.7292986270754082e-46	3.0019635093337187e-45
HES5	0.5575226164897296	-0.10137807670376044	0.8628259600832671	0.750151370570264	
AL139246.5	6.137434706406988	-1.667496552324368	0.9756548645525663	0.014596257385395345	0.027773093704928427
TNFRSF14-AS1	56.69471265668557	-1.4646009381286658	0.29827967395628663	2.5008303619759773e-07	7.835151319365555e-07
TNFRSF14	712.1965714306264	0.050751760232815954	0.0810408050620911	0.5225038148426029	0.6205520199551156
AL139246.2	0.5135804000452068	-0.03890519225044554	0.8651815232751321	0.8800597451777054	
AL139246.3	2.2639881762693586	-0.29899404900398	0.7779912829767527	0.4993148330604815	0.5986916170547912
PRXL2B	662.7476222207014	-0.9585446072383045	0.10559339287608528	5.447891360435558e-20	2.993169797399342e-19
MMEL1	39.64150648920024	-1.0365945681284081	0.32164535881370404	0.0005705140041341251	0.0013277225046909413
MMEL1-AS1	0.6419297362177608	-0.3331459988990254	0.9585114359270163	0.3140885138545059	
TTC34	26.343725401655238	-3.7745544444134818	0.600967671994393	7.896188046765356e-11	2.9928375504116666e-10
AC242022.2	0.17343631663636513	-0.09879618493777327	0.9004711365823967	0.9188618098995333	
AC242022.1	0.0				
AL592464.2	0.0				
AL592464.3	0.5211959621757901	-0.30447086048514627	0.9437649866635207	0.38063431135547765	
AL592464.1	0.4931839261033646	-0.03385886438803514	0.8612671971571588	0.9026514175852709	
AL589702.1	2.381803161758652	-0.5664282305865592	0.8987473650242318	0.23703531680520737	0.327105561128716
ACTRT2	0.0				
PRDM16-DT	0.0				
PRDM16	1.6471105628704987	0.7214010928651494	1.0667461819925916	0.13938140536958968	0.20808485753865474
MIR4251	0.0				
AL008733.1	0.0				
AL512383.1	0.0				
AL590438.1	0.27377361673649364	-0.1458611596226469	0.905831851416236	0.7130836782202342	
AL354743.2	8.3005504522379	-0.6772837021768356	0.6040585119204429	0.1510375961237956	0.22309927165801077
AL354743.1	0.19801473313041515	0.11215539910414433	0.9032132065583108	0.7117275189975927	
ARHGEF16	1478.038440939436	0.5725379982396088	0.06902882538402993	8.622794637379858e-17	4.2298177288104097e-16
AL512413.1	13.138428554727222	-0.5535135291079755	0.4851781623589397	0.17909834448690273	0.25756967879303344
MEGF6	133.2792315612307	-1.614601723449897	0.18437257889943684	5.614783127277735e-19	2.9759007274352964e-18
MIR551A	0.0				
AL513320.1	3.9342925997141616	-0.5645743196676393	0.7774392597764145	0.2545874200227925	0.34680705602575795
TPRG1L	1666.4862393508922	0.49744222652693	0.06283570383320225	2.031466438155719e-15	9.525862283884992e-15
WRAP73	495.59852524748385	0.07038737864404601	0.09311879195493422	0.44816773974598456	0.5488371336701177
TP73	61.54724219398065	-1.1529370299835777	0.25701243962827625	2.964000240028743e-06	8.553020560184827e-06
AL136528.1	1.8550981101358643	-0.9031272919608007	1.2333517287224485	0.07966698255637363	0.12854051774993333
AL136528.2	0.4931839261033646	-0.03385886438803514	0.8612671971571588	0.9026514175852709	
TP73-AS1	0.0				
AL136528.3	0.0				
CCDC27	0.34687263327273027	-0.15503673398526951	0.9086372977019725	0.6486700507065801	
SMIM1	3.383499702818563	-0.5797455635442972	0.808087369651227	0.2454104996348112	0.3365519368554383
LRRC47	723.8484048869934	0.6147665516653326	0.07908276438980338	6.0065096349746925e-15	2.7460753694361696e-14
RN7SL574P	3.1730670733253703	0.7149088798062365	0.8701883638056968	0.1678036326767882	0.24370839748674233
AL365330.1	17.189413954688902	1.4064491692930607	0.49185069304731616	0.0012024853969389154	0.0026890953537151547
CEP104	652.1295533472894	0.12059295400686393	0.08431793995687938	0.1519289775040635	0.224231811639335
DFFB	115.42510802765194	-0.07625405156937348	0.18414782045601508	0.6710842054331501	0.7510706804991018
C1orf174	308.15241114366097	0.006384884968795043	0.11524194588288639	0.9563782455184944	0.9698161122670786
LINC01134	18.886806733242697	-2.4593569141025298	0.5679443304138257	2.445173292517454e-06	7.104736658356049e-06
LINC01346	0.19801473313041515	0.11215539910414433	0.9032132065583108	0.7117275189975927	
LINC01345	0.0				
LINC02780	0.0				
AL805961.1	0.0				
EEF1DP6	0.0				
LINC01777	0.0				
AL355602.1	0.0				
Z98747.1	0.0				
LINC01646	0.0				
AJAP1	0.0				
Z98886.1	0.19801473313041515	0.11215539910414433	0.9032132065583108	0.7117275189975927	
BX005132.1	0.0				
LINC02781	0.19801473313041515	0.11215539910414433	0.9032132065583108	0.7117275189975927	
LINC02782	0.0				
AL139823.1	0.0				
Z98259.3	0.0				
Z98259.2	0.2941700906783359	-0.1356194667664611	0.9059589883059314	0.7079911143275048	
Z98259.1	0.0				
Z97988.2	0.0				
AL365255.1	0.0				
Z97988.1	0.0				
MIR4689	0.35684801628947255	0.013540917505871334	0.8739080123481996	0.8671515185621926	
NPHP4	530.3390547154355	1.5050403033041475	0.09545174591031108	1.5089766456732207e-56	2.018323071880982e-55
KCNAB2	136.555687254929	1.0601625717132677	0.16989814354044983	1.970324714377149e-10	7.324629594480303e-10
CHD5	3.3675921900444235	-0.1690331222535529	0.7184113324526373	0.7021727739732848	0.7777966615833141
AL031847.2	0.0				
RPL22	2731.6006200634088	0.3898019259311325	0.05363156158483545	3.369652440335979e-13	1.4249642589237144e-12
AL031847.1	2.584509538244892	-0.43755537730589883	0.8019251332739488	0.3494610574212109	0.4497380801459614
RNF207	79.97661144435766	-1.7881860600426887	0.24008519177838863	2.201570245859998e-14	9.823390829203592e-14
ICMT	1123.84324023838	-1.2518874793775991	0.07194786003768062	2.8448152405022445e-68	4.600843948558163e-67
LINC00337	2.1782793391812394	-3.0244895336639637	2.8070554487952912	0.00825690527319903	0.01637075250963805
HES3	0.0				
GPR153	53.011739620162764	-0.6322844167945405	0.26278141832334	0.011739533993716885	0.022728732908624896
ACOT7	267.94709975504605	0.03123296294015718	0.12439276784384408	0.8005242546358917	0.8548533585418059
AL031848.2	0.0				
HES2	1.8607528613075364	-0.10337843751652968	0.7664001302953162	0.7995895984634469	0.8541370572808815
ESPN	21.816452784148417	-3.6742037731139114	0.6516281895657334	3.899500946485299e-09	1.3569354022252255e-08
MIR4252	0.0				
AL031848.1	0.21941030936687092	0.11466038038417367	0.9038456502019871	0.7117275189975929	
TNFRSF25	115.22433196481504	-0.042506706166127	0.18602129099303108	0.8143269744430989	0.8649861978778179
PLEKHG5	290.1802699832709	0.13862405375978074	0.12086465664997526	0.24728105612784917	0.33860483288480125
NOL9	357.1173213604616	0.24989474828164285	0.11125166879324776	0.023579476843553798	0.043110125580669886
RNU6-731P	0.0				
AL591866.1	3.119637476203552	-0.4872459208880171	0.7932573991444134	0.3125751061864927	0.4105696670129595
TAS1R1	1.0480466755232523	0.09237410089632396	0.818856912324828	0.7926994638591291	0.8487651518211934
ZBTB48	399.58238599913597	0.8594105924052762	0.10554708448057216	2.4350220861416423e-16	1.1741376979739802e-15
KLHL21	2927.917151797011	3.770347851152125	0.06414827301332741	0.0	0.0
PHF13	523.1927377380508	0.9308082967691648	0.09037460667099653	4.0160238011838504e-25	2.596891189703872e-24
THAP3	302.3022625122367	1.4653187636334315	0.12947393054749162	3.385090996366318e-30	2.551543306575783e-29
DNAJC11	775.8693547141431	0.5030183733982099	0.07662278113917327	4.5339569045283226e-11	1.7358971872727735e-10
LINC01672	0.0				
AL591163.1	0.0				
CAMTA1-DT	2.8008397021682647	-0.5410352110723621	0.8401177778457647	0.2653107159387784	0.3586974283513838
CAMTA1	559.7683977111171	0.4142566934296721	0.09011521713829743	3.846218209110293e-06	1.1004875891150526e-05
AL590128.1	0.4963667663609588	0.14676946647256467	0.8830819962348524	0.620395212750436	
AL512330.1	0.0				
RNU1-8P	0.0				
CAMTA1-IT1	0.7659584405452446	-0.20207116623172733	0.8674974739453991	0.529125544309982	
CAMTA1-AS2	0.0				
CAMTA1-AS1	0.0				
AL359881.3	1.282972460168827	-0.8371395643585505	1.3577068472002833	0.0644036695169167	0.10662214267614767
AL359881.2	2.2878182697895766	-0.8253969638124535	1.0647199268300394	0.12640367416841794	0.19110258552799184
AL359881.1	7.093280048266656	-4.217819505387407	1.4075261712079847	0.00019611293887918118	0.00047960355845919994
VAMP3	2001.4312705963391	0.4691262671877609	0.06018883921261456	5.639420557822408e-15	2.5855522258021068e-14
Z98884.2	8.294550356052985	0.9020633205349399	0.635786563091536	0.06647324456916157	0.10965786497619678
PER3	154.22865832697616	-1.475694193439468	0.17618395859936692	1.640597114384386e-17	8.258753480942327e-17
Z98884.1	1.607601068298965	0.23699096048037152	0.8058777499688807	0.5581049666066047	0.6526057869315399
UTS2	0.0				
TNFRSF9	1.4689053375989138	-0.1240840004954841	0.7898860290755422	0.7514994875961308	0.8176458770685778
AL009183.1	0.0				
PARK7	1905.2793218599952	-0.012045423122108819	0.06644390927515034	0.8545463203613568	0.8958226393424457
AL034417.1	0.7940825666455891	-0.38575602770080786	0.9836916616873377	0.24402733278012845	
AL034417.5	19.85906488208279	1.5381450393680953	0.45255373903155255	0.0001663522744386027	0.0004103657957789722
AL034417.4	1.3819023436963003	0.5911714227630539	1.0531101308076862	0.11854322454498861	0.18088439502595138
ERRFI1	9469.211199066742	0.523703100554225	0.15416862623204072	0.0005815404802600579	0.0013516011048594222
AL034417.3	6.761504841626032	-1.651395906011971	0.8743467004343712	0.010943471451490532	0.02129484508312199
AL034417.2	1.6061282596795006	-0.17722971731712062	0.7955014439642013	0.6573901528533894	0.7392498924687129
AL358876.1	0.4028220090199784	0.22835761857601433	0.9253363051255378	0.43284725718973727	
LINC01714	5.9581085544443155	-2.073984419697411	0.9894740440356371	0.005631809599039439	0.011468099388427754
RNU1-7P	0.10033730010012852	-0.08497222941264822	0.8982679352675085	0.9188618098995333	
AL358876.2	0.20067460020025704	-0.11004136167323175	0.9024572810432864	0.805876960725246	
RNU6-991P	0.0				
SLC45A1	1.6795553208159133	-0.05538712890558276	0.7654124935477336	0.8914482736321093	0.9225978615976035
AL356072.1	0.43882061873374184	0.21273604945551314	0.9230642292550927	0.43469994204966617	
RERE	1948.1397685295797	0.32315601222937756	0.07775954766178188	3.004533246470254e-05	7.964051742925013e-05
RERE-AS1	1.1538493714877394	-0.13792084537334917	0.8274634125315597	0.693617313697193	0.7705423168146205
AL096855.1	0.0				
AL096855.2	0.0				
RPL7P11	0.6008367421503935	0.3841446861762927	0.98477609102181	0.22890401387389023	
RPL7P7	0.0				
AL357552.1	0.14708504533916794	-0.09459791839969409	0.8997161871851937	0.9188618098995333	
AL357552.2	0.0				
AL357552.3	0.0				
RPL23AP19	0.14708504533916794	-0.09459791839969409	0.8997161871851937	0.9188618098995333	
ENO1	59778.86751171624	2.4449609780434844	0.039045818468097564	0.0	0.0
MIR6728	3.4217607149262514	3.4376234205726637	1.6688815548585647	0.0028529176313893227	0.006076462463998803
ENO1-AS1	1.984474547019525	-0.20265220864809103	0.7759692937345124	0.6308781105129688	0.7171961380765063
RNU6-304P	0.0				
HMGN2P17	2.4500921449588215	-0.3409341685660757	0.7864827893328263	0.44401798400149867	0.5449333485811915
AL139415.1	0.21941030936687092	0.11466038038417367	0.9038456502019871	0.7117275189975929	
AL139415.2	0.29835203323054366	0.04572889704971167	0.8788830438067494	0.8750345263232879	
CA6	0.6405970160427086	0.05601407840454081	0.850832600265986	0.8457282252974555	
RN7SL451P	0.0				
SLC2A7	0.17343631663636513	-0.09879618493777327	0.9004711365823967	0.9188618098995333	
SLC2A5	0.35684801628947255	0.013540917505871334	0.8739080123481996	0.8671515185621926	
AL158048.1	0.0				
GPR157	77.42719754434532	-0.017309428537673616	0.21756361520768483	0.9335017410645541	0.95394900417936
MIR34AHG	126.64741010588834	0.9202247097191631	0.17861030065133926	1.4690788607557886e-07	4.6809715689782954e-07
MIR34A	0.0				
LNCTAM34A	3.8785311801226774	-2.978222412332799	1.5541187582133449	0.004261258501268824	0.008842530920574137
H6PD	694.4300960740676	-1.2513070783687499	0.08790661816196894	2.08256351693657e-46	2.299547961342534e-45
SPSB1	373.67889210534844	2.279975493921858	0.11741917363967452	5.857504255929572e-85	1.2065393766441112e-83
BX323043.1	0.0				
LINC02606	2.0584325774059633	-2.792131951719152	2.881612978033274	0.010383745395064781	0.020287263241834334
RNA5SP40	0.0				
AL928921.1	0.0				
SLC25A33	174.99978459133908	0.7165486865186377	0.16217746077228973	6.796726328246374e-06	1.9064152654791578e-05
AL954705.1	8.047869361155708	0.7944785416496163	0.6288508976397416	0.10282505318302675	0.16033377296958365
TMEM201	159.2274296431624	-0.44064193741411656	0.1735449899412874	0.009488411394270497	0.018652474871714463
PIK3CD	28.710543910611765	2.7877747369462003	0.43506235395333537	1.7796667571811638e-11	6.954758431219525e-11
PIK3CD-AS1	0.0				
AL691449.1	0.0				
PIK3CD-AS2	6.212470503518984	-0.37432910679505	0.6196553549445637	0.41652151112608404	0.5178919167587561
CLSTN1	3570.804288531127	0.03166427795493504	0.050297567059035625	0.5287612647158224	0.6264731612597314
MZT1P1	0.0				
AL357140.3	0.5457743786698401	-0.0879157534814466	0.8611616330134971	0.7721432662855738	
CTNNBIP1	122.38520490165995	-0.2826114965361969	0.17358854292113804	0.09650781595746487	0.15181225036118903
AL357140.1	0.0				
AL357140.4	0.27377361673649364	-0.1458611596226469	0.905831851416236	0.7130836782202342	
LZIC	872.9777340218731	-0.07462147860605654	0.07879043718111085	0.3412963410042809	0.4410089817208439
AL357140.2	3.2190877640369857	-0.5192396018093627	0.7993381431292107	0.2869797348031773	0.38265090514743666
NMNAT1	139.13020828933227	-0.1310735080967534	0.16415944072070054	0.415995611148347	0.5174083854311493
RN7SKP269	0.650572399059451	0.22397376516441717	0.8975419575751097	0.46108338950932864	
TMEM274P	0.10033730010012852	-0.08497222941264822	0.8982679352675085	0.9188618098995333	
MIR5697	0.0				
AL603962.1	0.0				
RBP7	0.6870167166815719	-0.12560723674932608	0.861771929464551	0.6563819229534578	
UBE4B	2425.619662937163	1.6218328437486254	0.06029315551585767	3.952756673097203e-160	1.820356924777163e-158
AL590639.1	0.8382837045729477	-0.0028226978698920285	0.8264875751034484	0.993641483332387	
